Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473355	sequencing batch:FC2014_032		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473356	sequencing batch:FC2014_037		Carnegie Stage 21		11882		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 21		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473357	sequencing batch:FC2014_037		Carnegie Stage 19		11856		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 19		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473358	sequencing batch:FC2014_037		Carnegie Stage 17		11931		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 17		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473359	sequencing batch:FC2014_150		9 post conception weeks		11881		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			9 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473360	sequencing batch:FC2014_073		Late 8 post conception weeks		11869		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Late 8 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473361	sequencing batch:FC2014_054		Carnegie Stage 23		11920		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 23		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473362	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	left	http://www.ebi.ac.uk/efo/EFO_0001658	14 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473363	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	right	http://www.ebi.ac.uk/efo/EFO_0001659	14 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473364	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			12 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473365	sequencing batch:FC2014_045		Carnegie Stage 20		11287		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 20		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473366	sequencing batch:FC2014_048		Carnegie Stage 23		1406		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 23		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	No
ERR1473367	sequencing batch:FC2014_048		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	No
ERR1473368	sequencing batch:FC2014_048		Carnegie Stage 20		11149		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 20		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	No
ERR1473369	sequencing batch:FC2014_049		Carnegie Stage 19		1319		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 19		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473370	sequencing batch:FC2014_049		Carnegie Stage 18		11904		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 18		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473371	sequencing batch:FC2014_049		Carnegie Stage 18		11288		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 18		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473372	sequencing batch:FC2014_049		Carnegie Stage 17		11748		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 17		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473373	sequencing batch:FC2014_045		Carnegie Stage 14		11840		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 14		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473374	sequencing batch:FC2014_045		Carnegie Stage 14		11837		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 14		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473375	sequencing batch:FC2014_045		9 post conception weeks		11810		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			9 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473376	sequencing batch:FC2014_050		9 post conception weeks		11606		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			9 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473377	sequencing batch:FC2014_050		9 post conception weeks		11626		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			9 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473378	sequencing batch:FC2014_065		12 post conception weeks		1558		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			12 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473379	sequencing batch:FC2014_065		11 post conception weeks		11656		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			11 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473380	sequencing batch:FC2014_075		11 post conception weeks		11609		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			11 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473381	sequencing batch:FC2014_065		10 post conception weeks		1281		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			10 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473382	sequencing batch:FC2014_080		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473383	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473384	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473385	sequencing batch:FC2014_069		12 post conception weeks		1102		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain fragment	http://purl.obolibrary.org/obo/UBERON_0002028			12 post conception weeks		hindbrain fragment	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473386	sequencing batch:FC2014_032		Carnegie Stage 22		11814		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain without cerebellum		right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		hindbrain without cerebellum		Yes
ERR1473387	sequencing batch:FC2014_032		Carnegie Stage 22		11815		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain without cerebellum				Carnegie Stage 22		hindbrain without cerebellum		Yes
ERR1473388	sequencing batch:FC2014_055		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain without cerebellum				12 post conception weeks		hindbrain without cerebellum		Yes
ERR1473389	sequencing batch:FC2014_050		17 post conception weeks		1115		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421	right	http://www.ebi.ac.uk/efo/EFO_0001659	17 post conception weeks		hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421	Yes
ERR1473390	sequencing batch:FC2014_050		16 post conception weeks		1107		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421	Yes
ERR1473391	sequencing batch:FC2014_038		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473392	sequencing batch:FC2014_038		Carnegie Stage 23		11826		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473393	sequencing batch:FC2014_038		Carnegie Stage 23		11827		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473394	sequencing batch:FC2014_030		Carnegie Stage 23		11846		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473395	sequencing batch:FC2014_030		Carnegie Stage 23		11884		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473396	sequencing batch:FC2014_030		Carnegie Stage 23		11918		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 23		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473397	sequencing batch:FC2014_035		Carnegie Stage 22		11828		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473398	sequencing batch:FC2014_035		Carnegie Stage 22		11829		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473399	sequencing batch:FC2014_035		Carnegie Stage 22		11831		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473400	sequencing batch:FC2014_043		Carnegie Stage 22		11858		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473401	sequencing batch:FC2014_035		Carnegie Stage 22		11871		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473402	sequencing batch:FC2014_037		Carnegie Stage 22		11878		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473403	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			9 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473404	sequencing batch:FC2014_043		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			9 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473405	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			9 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473406	sequencing batch:FC2014_066		9 post conception weeks		11912		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			9 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473407	sequencing batch:FC2014_065		Late 8 post conception weeks		11832		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Late 8 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473408	sequencing batch:FC2014_071		Late 8 post conception weeks		11830		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			Late 8 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473409	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473410	sequencing batch:FC2014_058. FC2014_117		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			13 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473411	sequencing batch:FC2014_058. FC2014_117		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			13 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473412	sequencing batch:FC2014_047		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			11 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473413	sequencing batch:FC2014_044		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			11 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473414	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			10 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473415	sequencing batch:FC2014_044		13 post conception weeks		11947		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			13 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473416	sequencing batch:FC2014_065		10 post conception weeks		1890		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896			10 post conception weeks		medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	Yes
ERR1473417	sequencing batch:FC2014_038		Carnegie Stage 23		1406		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473418	sequencing batch:FC2014_038		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473419	sequencing batch:FC2014_038		Carnegie Stage 23		11826		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473420	sequencing batch:FC2014_038		Carnegie Stage 23		11827		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473421	sequencing batch:FC2014_030		Carnegie Stage 23		11846		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473422	sequencing batch:FC2014_035		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473423	sequencing batch:FC2014_030		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
